entry_filter,cost_bps_per_side,period,policy,trades,tickers,signal_dates,win_rate_pct,mean_net_return_pct,median_net_return_pct,p10_net_return_pct,worst_net_return_pct,loss_at_least_10pct_rate,mean_winner_pct,mean_loser_pct,median_excess_spy_pp,mean_excess_spy_pp,beat_spy_pct,date_balanced_median_return_pct,date_balanced_median_excess_spy_pp,median_return_without_3_largest_dates_pct,median_adverse_excursion_pct,median_sessions_to_exit,positive_quarters_min30,quarters_min30,positive_sectors_min30,sectors_min30,sample_flag
volatility_2_to_5,10,recent,hold_20,418,290,111,51.91387559808612,0.9497431667278874,0.4138402571750244,-12.782227761110148,-39.49338226035043,16.985645933014354,9.840082875711824,-8.648285275309496,-0.27208356808678946,-0.2771482450353981,48.5645933014354,0.3255515099593209,-0.37150962980403435,0.9799142463376098,-6.881650223850178,20.0,2,3,3,5,descriptive only
volatility_2_to_5,10,recent,hold_30,418,290,111,53.34928229665071,2.373925490025338,0.8945848770388953,-14.074659932709856,-41.590910241301756,17.703349282296653,12.69862894802619,-9.433299490149993,-0.06593368581030434,0.7333725974116994,50.0,1.1874620822425408,-0.3512415357566858,2.493275038419851,-7.941251072782696,30.0,2,3,3,5,descriptive only
volatility_2_to_5,10,recent,recovery_30,418,290,111,63.63636363636363,1.4933885046932267,5.471998799689759,-13.146810534938227,-41.590910241301756,15.550239234449762,8.189047980474063,-10.224015577923236,3.8257105234745237,0.774406354114875,62.91866028708134,4.918073551629432,2.875436000891751,5.736323580347302,-6.862631293747934,27.0,3,3,5,5,descriptive only
volatility_2_to_5,10,recent,recovery_stop_10,418,290,111,58.85167464114832,0.770796963867535,4.492934068173882,-12.585548996880327,-25.941999364561497,23.684210526315788,8.242397708666507,-9.915329682763552,3.1453616453640754,0.22228824562847554,58.3732057416268,1.0357678337419518,0.9747795862317057,4.911174874250834,-6.862631293747934,12.0,3,3,5,5,descriptive only
volatility_2_to_5,10,recent,trailing_close_10,418,290,111,44.73684210526316,0.9433580608804079,-2.437654379041682,-11.464860195039746,-25.941999364561497,18.660287081339714,12.344594490185882,-8.286214286652594,-3.3692879659156514,-0.38980289978510385,42.10526315789473,-0.03336240118005929,-2.3240768201448603,-1.7561447024892152,-7.025163772247545,23.0,1,3,1,5,descriptive only
volatility_2_to_5,25,older,hold_20,734,369,195,58.855585831062676,2.5065925405516043,2.3180976936778896,-10.985546944312315,-29.828057887625935,11.852861035422343,9.637896886838838,-7.694478577316228,-0.26715353423608645,0.25449302054625855,48.77384196185286,0.04014011764350567,-0.6843671516086225,0.2571175205405174,-6.075490176922587,20.0,3,5,8,8,descriptive only
volatility_2_to_5,25,older,hold_30,734,369,195,56.675749318801095,3.6182717990796434,2.269753443771516,-14.347180828416755,-41.54301745635909,17.029972752043594,13.908998814353104,-9.843811340397593,-1.150741525420146,0.12029465905040479,47.13896457765668,-0.14978919313825,-1.032310791397184,-0.5972552708174095,-7.1737914167482435,30.0,2,5,7,8,descriptive only
volatility_2_to_5,25,older,recovery_30,734,369,195,67.0299727520436,2.358860393692433,5.5254298596622675,-13.666150616053772,-41.54301745635909,14.305177111716622,8.804171259070076,-10.744829464843932,2.2758176682683597,0.22768345819166283,59.53678474114441,3.155081950282612,1.881160212673405,3.6029139418441325,-5.980758664627578,24.0,4,5,8,8,descriptive only
volatility_2_to_5,25,older,recovery_stop_10,734,369,195,64.44141689373298,2.067625329375979,5.24508693109671,-12.497259191120756,-33.35490373157758,21.389645776566756,8.767223376778608,-10.073791821664033,1.8386572362690368,0.266040795434761,56.403269754768395,2.0166475785652054,1.0888178603161602,2.83278331479182,-5.980758664627578,17.0,4,5,8,8,descriptive only
volatility_2_to_5,25,older,trailing_close_10,734,369,195,51.49863760217984,2.486685669783176,0.519075281239334,-11.77185511880295,-33.35490373157758,19.346049046321525,12.796055924273483,-8.459780499310462,-2.29089853370531,-0.25286999750326605,42.50681198910082,-1.2924487647736127,-2.2405073538424247,-2.3828171598339054,-6.436781480944248,30.0,2,5,3,8,descriptive only
volatility_2_to_5,25,recent,hold_20,418,290,111,50.95693779904307,0.6473467758230835,0.11304917105496859,-13.04348983786687,-39.67463069403993,17.464114832535884,9.691500642436173,-8.749749680706614,-0.27126853789024574,-0.27631804352705097,48.5645933014354,0.025024894036795864,-0.37039676742604,0.6774274775348754,-6.881650223850178,20.0,2,3,3,5,descriptive only
volatility_2_to_5,25,recent,hold_30,418,290,111,52.39234449760766,2.0672629407228427,0.5923537135750556,-14.332050510521446,-41.76587550010279,19.138755980861244,12.58979662382045,-9.512811816052913,-0.06573618051706198,0.7311757693694597,50.0,0.8843536009465636,-0.3501893867425667,2.1862549758483008,-7.941251072782696,30.0,2,3,3,5,descriptive only
volatility_2_to_5,25,recent,recovery_30,418,290,111,62.91866028708134,1.189363616449293,5.156055927741432,-13.406980498812514,-41.76587550010279,16.74641148325359,7.956578354603905,-10.29307171345176,3.814250553209564,0.7720866088710335,62.91866028708134,4.603789970637062,2.8668225914697087,5.41958891976051,-6.862631293747934,27.0,3,3,5,5,descriptive only
volatility_2_to_5,25,recent,recovery_stop_10,418,290,111,58.3732057416268,0.46893660885756056,4.179923998548629,-12.847400227671573,-26.16384115838155,25.358851674641148,7.984393471805082,-10.069979911597585,3.1359396698363406,0.22162237802832163,58.3732057416268,0.7331137547240685,0.9718596201222676,4.596911958344663,-6.862631293747934,12.0,2,3,4,5,descriptive only
volatility_2_to_5,25,recent,trailing_close_10,418,290,111,43.7799043062201,0.6409807966509498,-2.729903772437947,-11.730068465070248,-26.16384115838155,20.095693779904305,12.27422607377039,-8.418099568084614,-3.359195215911026,-0.3886352396567904,42.10526315789473,-0.3328138853789242,-2.3171150149876474,-2.0504355678109154,-7.025163772247545,23.0,1,3,1,5,descriptive only
