entry_filter,cost_bps_per_side,period,policy,quarter,trades,tickers,signal_dates,win_rate_pct,mean_net_return_pct,median_net_return_pct,p10_net_return_pct,worst_net_return_pct,loss_at_least_10pct_rate,mean_winner_pct,mean_loser_pct,median_excess_spy_pp,mean_excess_spy_pp,beat_spy_pct,date_balanced_median_return_pct,date_balanced_median_excess_spy_pp,median_return_without_3_largest_dates_pct,median_adverse_excursion_pct,median_sessions_to_exit,positive_quarters_min30,quarters_min30,positive_sectors_min30,sectors_min30,sample_flag
all_drops,0,older,recovery_stop_10,2024Q4,222,203,46,60.36036036036037,1.151950355582031,3.3493195861167058,-11.306393479249827,-19.5568618584671,20.27027027027027,7.515801361360924,-8.538459130490374,1.556311609939176,-0.33817984674397583,55.4054054054054,1.5227162959769946,-0.16554016656159254,1.7374483938962015,-5.7411421876268465,19.0,1,1,2,2,descriptive only
all_drops,0,older,recovery_stop_10,2025Q1,275,240,50,36.36363636363637,-4.589587074394588,-8.497212522207908,-16.16674091378502,-26.87105500450857,41.45454545454545,7.325502330185583,-11.398209591297542,-0.7397784051612177,-0.1921801284173524,48.36363636363637,-3.326047252575573,0.9467295423690121,-5.302497067202971,-10.559868387229443,18.0,0,1,0,4,descriptive only
all_drops,0,older,recovery_stop_10,2025Q2,408,363,47,86.02941176470588,8.451813323916316,9.240178421632761,-4.672439237446507,-27.791444832017632,6.372549019607843,11.209876777279188,-8.532051099423487,1.3209795327177143,-0.409924574887686,53.92156862745098,6.35368929624498,1.9925523135946754,6.210907494787676,-5.413684526446854,19.0,1,1,5,5,descriptive only
all_drops,0,older,recovery_stop_10,2025Q3,194,185,48,62.371134020618555,3.0463105449746894,3.6653375777377484,-11.014466382491955,-24.039325281964263,13.402061855670103,9.46350551474055,-7.590409884363246,-0.02441818486241809,0.76047664182987,50.0,1.8261874498468333,-0.7394167640987048,4.32182348009168,-4.537995431491954,23.5,1,1,3,3,descriptive only
all_drops,0,older,recovery_stop_10,2025Q4,198,190,33,66.16161616161617,2.053062192152955,4.378624677340214,-11.147378413936874,-14.995687796464008,19.19191919191919,7.640749364961405,-8.872117205427744,2.6909972449312813,0.9107376780889315,62.62626262626263,3.733333333333344,2.5367300979016516,3.9291346496976076,-5.653005919393461,15.0,1,1,1,1,descriptive only
all_drops,0,older,trailing_close_10,2024Q3,26,26,11,65.38461538461539,4.2743024989115925,2.811238160947971,-9.006774996902832,-33.02084309865316,7.6923076923076925,11.753972969127492,-9.853963944829548,1.1001416272830689,1.5137282019089797,53.84615384615385,0.8377051954645331,-0.6724122005259958,0.8377051954645331,-4.001990595158383,30.0,0,0,0,0,small (<30 trades)
all_drops,0,older,trailing_close_10,2024Q4,222,203,46,48.1981981981982,0.6660226435879536,-0.7810118065215976,-11.233142821466574,-19.5568618584671,17.117117117117118,9.644795454661407,-7.6881398849760405,-3.1045484356695296,-0.8616080104416474,40.090090090090094,-2.7257546771438794,-3.5453996437548927,-2.3583201376213836,-6.1239807402608815,30.0,0,1,1,2,descriptive only
all_drops,0,older,trailing_close_10,2025Q1,275,240,50,23.272727272727273,-5.726908905224239,-8.116113744075825,-14.307291455929207,-26.87105500450857,33.81818181818182,6.871011227515038,-9.548078992879754,-1.4012678387573594,-0.3427118580427926,42.54545454545455,-7.502491899168234,-0.8291913166313087,-8.161206393033504,-9.620991253644318,20.0,0,1,0,4,descriptive only
all_drops,0,older,trailing_close_10,2025Q2,408,363,47,81.37254901960785,11.459594169123028,10.206936098615436,-5.588111933731351,-27.791444832017632,6.127450980392156,15.74257034298854,-7.250249116710515,-2.2917677345908984,-0.6773230990269015,43.872549019607845,6.0336918542232,-0.9370183125704701,4.9230874644558,-5.445825059105019,30.0,1,1,5,5,descriptive only
all_drops,0,older,trailing_close_10,2025Q3,194,185,48,58.24742268041238,4.3453857092444546,1.3873616577026349,-10.343588034457643,-18.12159788024538,11.34020618556701,12.32937596572587,-6.79277353745184,-1.8397019521112057,1.4799578525606336,41.75257731958763,0.9458250407257451,-2.16662565918736,1.7643803812908976,-4.725826193519067,30.0,1,1,3,3,descriptive only
