entry_filter,cost_bps_per_side,period,policy,sector,trades,tickers,signal_dates,win_rate_pct,mean_net_return_pct,median_net_return_pct,p10_net_return_pct,worst_net_return_pct,loss_at_least_10pct_rate,mean_winner_pct,mean_loser_pct,median_excess_spy_pp,mean_excess_spy_pp,beat_spy_pct,date_balanced_median_return_pct,date_balanced_median_excess_spy_pp,median_return_without_3_largest_dates_pct,median_adverse_excursion_pct,median_sessions_to_exit,positive_quarters_min30,quarters_min30,positive_sectors_min30,sectors_min30,sample_flag
volatility_2_to_5,0,older,recovery_30,Utilities,19,11,13,78.94736842105263,5.486644933834428,7.694524495677224,-6.668158598722309,-25.808071748878923,5.263157894736842,9.803772150607646,-10.70258212906514,-1.123961545505292,-0.49228401708895303,47.368421052631575,6.737367436057373,1.8867994632268736,4.307897783698533,-5.685084637495996,23.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,older,recovery_stop_10,Communication Services,35,19,22,62.857142857142854,4.817503935051806,5.941605839416053,-13.333058613679801,-17.62638271477308,22.857142857142858,14.219446197618755,-11.093475278523032,0.7298563877367714,3.027372071467643,51.42857142857142,3.819194281541427,1.0000196228739215,2.2885589449703536,-7.234412339778407,18.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Consumer Discretionary,78,37,45,64.1025641025641,3.432581882208651,6.615127959403622,-12.395946309900028,-22.66483516483516,21.794871794871796,11.182080161442727,-10.40580790213792,2.3841805414390405,1.8216487014897897,57.692307692307686,3.141559424678264,1.1604450167770182,3.3149687179008236,-7.240134326360481,15.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Consumer Staples,29,18,20,72.41379310344827,4.097624158721574,5.6734693877551035,-3.534710859849768,-9.75676601575881,0.0,7.409408501119055,-4.595809740071813,2.29805121850859,1.4251004494204698,65.51724137931035,5.461509850745328,3.8478525671474917,4.94288891135144,-4.605753465494122,18.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,older,recovery_stop_10,Energy,45,18,27,68.88888888888889,2.6479330201571,6.196377502383221,-11.000667596861698,-21.079473013174677,15.555555555555555,7.79750446418224,-8.754689463041425,3.3811340183259597,1.6695018235790722,60.0,4.6413308211938675,0.8134922852958137,5.663988470861447,-4.1576171269003925,14.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Financials,94,55,36,69.14893617021278,2.4511064407586263,5.086847089354185,-11.733610050969075,-19.08319185059423,19.148936170212767,8.214643481192255,-10.46716623607537,1.7036218702613182,-0.40969544988880086,58.51063829787234,3.5913954522703406,1.376323361480175,1.852752382804912,-5.9552855490258345,18.0,1,1,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Health Care,90,47,54,55.55555555555556,-0.5348370952330943,2.8843647727340715,-12.899795526085452,-33.02084309865316,23.333333333333332,7.009253843986141,-9.964950769257138,-2.202835486864263,-4.447924964128114,42.22222222222222,-0.7332701557557495,-2.030080241282506,1.5979683531939903,-6.561663223864544,18.0,1,1,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Industrials,99,61,49,73.73737373737373,3.564885128556165,6.693440428380182,-12.279933282325963,-22.54489873901414,18.181818181818183,8.783851803073114,-11.088367457587575,3.0075458579832848,1.678932341198338,63.63636363636363,4.415183856271154,2.1511943480059026,4.925091629159784,-6.5497171899336015,16.0,1,1,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Information Technology,167,66,75,62.27544910179641,2.272803687105494,5.491547677662889,-12.349720704424623,-26.019459932218215,24.550898203592812,10.16733120090121,-10.75943220868426,2.2143326101464957,0.6107442450342173,55.688622754491014,3.5795989772574366,1.9474865843692841,2.489968377135865,-6.646490513327896,16.0,2,3,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Materials,50,20,35,66.0,2.4734212566080775,5.61026207986195,-10.78420583615126,-16.0595094491355,16.0,7.9383596967187025,-8.134988656547842,3.797843784256943,1.3344258530684199,66.0,5.608546356352528,4.174035397142839,3.539214378437494,-5.191989419980764,15.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,recovery_stop_10,Real Estate,28,17,17,71.42857142857143,2.419409902677387,6.08849520538417,-10.424033592989288,-14.170632095619917,14.285714285714285,7.339661197140718,-9.881218333480941,0.012132415597649882,-2.152922954671565,50.0,4.737173434057285,1.621698437888897,2.8539112886819873,-7.321954812352422,21.5,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,older,recovery_stop_10,Utilities,19,11,13,78.94736842105263,5.929306986235206,7.694524495677224,-9.462689643508,-12.286995515695065,10.526315789473683,9.803772150607646,-8.59993738016144,-1.123961545505292,-0.21435669802364324,47.368421052631575,6.737367436057373,1.8867994632268736,4.307897783698533,-5.685084637495996,23.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,older,trailing_close_10,Communication Services,35,19,22,54.285714285714285,6.4042045168605215,0.17628911414719894,-10.952247762815032,-16.945535256957477,20.0,18.99682390048568,-8.549531001194357,-2.606643277533749,3.6397206422549546,40.0,-1.1314016056796854,-1.9349267892452335,-1.9131403615469167,-6.129932243921877,26.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Consumer Discretionary,78,37,45,53.84615384615385,2.4178920051835346,2.4131132120323584,-12.619553781643669,-22.66483516483516,21.794871794871796,12.835267461137356,-9.735712693429257,-1.3348290284430075,0.42830123361863653,43.58974358974359,0.24611001423465773,-1.9304033128401676,-3.2203252690347184,-7.664537551048573,27.5,0,0,1,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Consumer Staples,29,18,20,58.620689655172406,3.107654855062651,1.0624169986719778,-6.683390226214864,-9.75676601575881,0.0,8.813439943782742,-4.975540687290813,-2.6153814170838725,-0.875554127528198,37.93103448275862,0.6732599547033091,-1.3279002578588106,0.1567047235280894,-4.605753465494122,30.0,0,0,0,0,small (<30 trades)
volatility_2_to_5,0,older,trailing_close_10,Energy,45,18,27,55.55555555555556,1.9473090700178253,0.4602991944764101,-10.769577291042845,-15.757547906805758,13.333333333333334,9.390087097629221,-7.3561634644964204,-2.8354848442051495,0.8777089899485507,44.44444444444444,-0.5308854103721505,-4.024771952099194,0.28542892668314,-4.638708704178618,30.0,0,0,1,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Financials,94,55,36,55.319148936170215,2.9207952719141437,2.4287164177137277,-11.692114939017813,-17.67803080163223,22.340425531914892,12.395530285240703,-8.80982903029969,-1.694456612324574,-0.8831663647334334,44.680851063829785,1.3102402280572827,-0.3116587741951282,-3.510010590549184,-6.231076755143294,30.0,1,1,1,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Health Care,90,47,54,50.0,0.21625248045853723,-0.3496283707850989,-11.178048926153393,-33.02084309865316,18.88888888888889,9.254654410927841,-8.822149450010768,-4.362330769951539,-4.444017340015547,35.55555555555556,-2.186688397675068,-2.0831736370206064,-1.2990696619015196,-6.002797197777598,30.0,1,1,0,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Industrials,99,61,49,61.61616161616161,6.27807944126938,4.9230874644558,-11.087871703022055,-22.54489873901414,16.161616161616163,15.81589962641104,-9.032631908563285,0.6449556156662544,2.429222590377058,51.515151515151516,1.3198413956129362,1.0114816186359288,-0.07883330173443226,-6.8407795306907,30.0,1,1,1,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Information Technology,167,66,75,45.50898203592814,1.859477863952231,-1.6499398552936362,-12.033779486754089,-26.019459932218215,19.16167664670659,13.937369267903227,-8.227552319567282,-2.8723704042601717,-0.5249819814403912,40.7185628742515,-1.9052441687502086,-3.1473453718130484,-3.6536807568566254,-7.026752455130381,25.0,2,3,0,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Materials,50,20,35,50.0,2.5617360561119655,-0.3126387569096889,-10.78420583615126,-16.0595094491355,12.0,12.54803448481804,-7.4245623725941075,-0.4309328833766166,0.6448463862969949,48.0,-0.9759906304899424,-1.4437950561078985,-2.634170434565908,-5.7123249060965,30.0,0,0,0,1,descriptive only
volatility_2_to_5,0,older,trailing_close_10,Real Estate,28,17,17,67.85714285714286,4.741989155772937,6.443444220014472,-9.435750236430563,-14.170632095619917,7.142857142857142,11.080075223353562,-8.638414764675048,-2.268374734415179,-1.9799762575689814,35.714285714285715,4.481461579795809,-0.6345953047732333,-0.01829519542251301,-7.321954812352422,30.0,0,0,0,0,small (<30 trades)
